district,partisan_lean (%),state_name,Republican/lean Rep.,No lean,Democrat/lean Dem.,lean sample size,firearm ownership,firearm ownership margin of error,has_gun_in_house_True,has_gun_in_house_False,is_gun_owner_True,is_gun_owner_False,political_lean_center,political_lean_right,political_lean_left,lean_sum,right_only_flag,body,model,errors_short,gun_owner_fraction_right_only,for_assault_weapon_ban_True_full_sample_mean,for_assault_weapon_ban_True_full_sample_stderr,for_large_magazine_ban_True_full_sample_mean,for_large_magazine_ban_True_full_sample_stderr,for_background_checks_True_full_sample_mean,for_background_checks_True_full_sample_stderr,for_safe_storage_laws_True_full_sample_mean,for_safe_storage_laws_True_full_sample_stderr
CO-1,55.20527,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.17,0.13897365,0.69102635,0.0,0.0,house,baseline,None,0.34521726086304316,0.7453872693634682,0.038185819205373166,0.7194109705485274,0.03938174363770464,0.8661683084154208,0.02984363348168806,0.8587429371468573,0.030528660140579377
CO-2,32.81107,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.17,0.25094465,0.57905535,0.0,0.0,house,baseline,None,0.3623681184059203,0.724061203060153,0.03918005950202942,0.693009650482524,0.040429937693517916,0.8633431671583579,0.030107761904374357,0.8391169558477924,0.03220604943452307
CO-3,-14.34963,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.17,0.48674815,0.3432518499999999,0.0,0.0,house,baseline,None,0.39391969598479926,0.6693584679233961,0.041236248913078546,0.6212060603030152,0.042519722571471914,0.8529676483824191,0.031041578718003074,0.8193409670483525,0.03372354683988551
CO-4,-25.3082,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.17,0.5415409999999999,0.288459,0.0,0.0,house,baseline,None,0.41087054352717634,0.6503575178758938,0.04179836065610225,0.6136806840342017,0.042679125077746974,0.8418170908545428,0.03198598415235118,0.8042902145107256,0.03477632869927902
CO-5,-17.88243,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.17,0.50441215,0.32558785,0.0,0.0,house,baseline,None,0.40292014600730036,0.6599579978998951,0.04152364788667836,0.623731186559328,0.04246380538492564,0.8479423971198561,0.03147446192586535,0.8115405770288515,0.03427955041682954
CO-6,16.72773,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.17,0.33136135,0.4986386499999999,0.0,0.0,house,baseline,None,0.3777188859442972,0.7046852342617131,0.03998630148059894,0.6680834041702085,0.04127631278692894,0.8524426221311066,0.031087379286183412,0.8350917545877294,0.03252814913559358
CO-7,5.924933,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.17,0.385375335,0.444624665,0.0,0.0,house,baseline,None,0.3738686934346717,0.70026001300065,0.04015809243239898,0.6647082354117706,0.04138071993369996,0.8587929396469824,0.030524144993978982,0.8291664583229161,0.03298971049083372
CO-8,-2.542467,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.17,0.427712335,0.4022876649999999,0.0,0.0,house,baseline,None,0.39011950597529876,0.6717335866793339,0.04116070701317791,0.6332316615830791,0.04224237219735465,0.8539926996349818,0.030951766027595144,0.8107405370268513,0.03433529752657376
CT-1,20.56025,Connecticut,0.32,0.18,0.5,377.0,0.188,0.028,0.188,0.812,0.188,0.812,0.18,0.30719875,0.51280125,0.0,0.0,house,baseline,None,0.17945897294864743,0.748112405620281,0.038050282616968335,0.6979098954947747,0.04024750814685983,0.8608930446522326,0.03033333010309348,0.8476173808690435,0.03150204248865697
CT-2,2.942917,Connecticut,0.32,0.18,0.5,377.0,0.188,0.028,0.188,0.812,0.188,0.812,0.18,0.395285415,0.424714585,0.0,0.0,house,baseline,None,0.19615980799039953,0.7083604180209011,0.039840194088739074,0.6620581029051453,0.04146103513420638,0.8649432471623582,0.029958704360116835,0.8309915495774789,0.032849108137860995
CT-3,11.91095,Connecticut,0.32,0.18,0.5,377.0,0.188,0.028,0.188,0.812,0.188,0.812,0.18,0.35044525,0.46955475,0.0,0.0,house,baseline,None,0.1903095154757738,0.724511225561278,0.0391602613982014,0.6783589179458973,0.04094365374728128,0.856342817140857,0.03074387258936673,0.8376168808440422,0.03232691188902297
CT-4,23.32058,Connecticut,0.32,0.18,0.5,377.0,0.188,0.028,0.188,0.812,0.188,0.812,0.18,0.2933971,0.5266029,0.0,0.0,house,baseline,None,0.17810890544527228,0.7523126156307816,0.0378374783061883,0.6964098204910245,0.040303927787853334,0.8599929996499824,0.030415390921172604,0.8350417520876043,0.03253210625747909
CT-5,2.564117,Connecticut,0.32,0.18,0.5,377.0,0.188,0.028,0.188,0.812,0.188,0.812,0.18,0.397179415,0.422820585,0.0,0.0,house,baseline,None,0.19700985049252462,0.7130106505325267,0.039650801236234844,0.6620081004050202,0.041462536510656636,0.8586679333966698,0.03053543042909528,0.8263413170658533,0.03320466130200463
DE-1,13.92317,Delaware,0.29,0.17,0.55,301.0,0.387,0.028,0.387,0.613,0.387,0.613,0.17,0.34538415,0.4846158499999999,0.0,0.0,house,baseline,None,0.38751937596879843,0.7016100805040252,0.04010615730999616,0.659857992899645,0.041526606737434794,0.8569178458922946,0.030692580092624797,0.8417170858542926,0.03199419293298509
FL-1,-37.97575,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.59487875,0.21512125,0.0,0.0,house,baseline,None,0.3135656782839142,0.6625581279063953,0.04144599288631179,0.6127806390319516,0.042697467706846196,0.8563678183909196,0.030741645978820432,0.8034401720086004,0.03483334829220296
FL-2,-16.45658,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.4872829,0.3227171,0.0,0.0,house,baseline,None,0.295814790739537,0.6923346167308366,0.04045464644332514,0.6381069053452673,0.04212189872085005,0.8592679633981699,0.0304811863114141,0.8176908845442272,0.03384307678721392
FL-3,-18.11241,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.49556205,0.31443795,0.0,0.0,house,baseline,None,0.2977148857442872,0.6797589879493975,0.04089658300482842,0.6381069053452673,0.04212189872085005,0.8621931096554828,0.030214040673288967,0.8186659332966648,0.03377257145638767
FL-4,-15.25688,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.4812844,0.3287156,0.0,0.0,house,baseline,None,0.2901645082254113,0.676408820441022,0.04100851452262188,0.6310565528276414,0.0422946183275823,0.8462923146157308,0.03161397161733296,0.8167158357917896,0.03391322014980038
FL-5,-23.23915,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.52119575,0.28880425,0.0,0.0,house,baseline,None,0.3087154357717886,0.6710585529276464,0.041182297964059825,0.6303565178258913,0.042311236710944757,0.8465673283664183,0.03159080877310592,0.816390819540977,0.033936521221540124
FL-6,-27.74971,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.54374855,0.26625145,0.0,0.0,house,baseline,None,0.303865193259663,0.6685584279213961,0.041261426959730944,0.6155307765388269,0.04264093762020822,0.8492924646232312,0.0313593598277509,0.8065653282664134,0.03462246653310673
FL-7,-13.93371,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.47466855,0.33533145,0.0,0.0,house,baseline,None,0.2942147107355368,0.6832341617080855,0.040777915827133984,0.6369318465923296,0.04215136367720671,0.8529926496324817,0.031039394350914077,0.816290814540727,0.033943682753635525
FL-8,-22.96675,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.5198337500000001,0.29016625,0.0,0.0,house,baseline,None,0.30466523326166306,0.6790089504475223,0.04092185197681584,0.6332316615830791,0.04224237219735465,0.8491424571228561,0.03137219184777496,0.8180159007950398,0.03381961534052039
FL-9,15.97086,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.3251457,0.4848543,0.0,0.0,house,baseline,None,0.2746637331866593,0.7157857892894645,0.03953534196258838,0.6736336816840842,0.041099414238090624,0.860318015900795,0.03038580704099712,0.8335166758337917,0.03265228549598606
FL-10,29.01435,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.25992825,0.5500717500000001,0.0,0.0,house,baseline,None,0.2675133756687834,0.7417620881044051,0.038363072815642295,0.6980099004950248,0.04024372875024726,0.8627181359067954,0.030165610346947237,0.8482174108705436,0.03145108547950065
FL-11,-19.28234,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.5014117,0.3085883,0.0,0.0,house,baseline,None,0.29956497824891243,0.6860843042152107,0.040678630803746695,0.6296814840742038,0.04232717115667948,0.8595429771488574,0.03045626178225449,0.8034401720086004,0.03483334829220296
FL-12,-33.99388,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.5749694000000001,0.2350306,0.0,0.0,house,baseline,None,0.312115605780289,0.6821341067053353,0.04081576277415709,0.627856392819641,0.04236980945906362,0.8582179108955448,0.030575990993249817,0.8092154607730386,0.03444091998605011
FL-13,-12.16665,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.46583325,0.34416675,0.0,0.0,house,baseline,None,0.28761438071903594,0.6798589929496475,0.04089320464292278,0.628006400320016,0.042366329344196735,0.8501925096254812,0.03128214110787174,0.8075153757687885,0.03455767302775068
FL-14,13.98686,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.3350657,0.4749343,0.0,0.0,house,baseline,None,0.27236361818090904,0.7150607530376518,0.0395656838335206,0.6715085754287715,0.0411679147041129,0.8664933246662333,0.02981296500695995,0.8344667233361669,0.03257753622923987
FL-15,-7.097845,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.440489225,0.369510775,0.0,0.0,house,baseline,None,0.28646432321616083,0.675608780439022,0.04103488843468725,0.6281564078203911,0.04236284486228417,0.855392769638482,0.03082824918919098,0.8238661933096655,0.03339033459591497
FL-16,-12.77148,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.4688574,0.3411426,0.0,0.0,house,baseline,None,0.2921646082304115,0.6746337316865842,0.041066846832045166,0.6273313665683284,0.04238195548613239,0.8426671333566678,0.03191602706888507,0.8182909145457273,0.0337997318718863
FL-17,-22.32818,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.5166409000000001,0.2933591,0.0,0.0,house,baseline,None,0.2980149007450372,0.6696834841742088,0.04122598186548288,0.6130556527826392,0.042691879318360784,0.8423921196059803,0.03193869603212102,0.8050652532626632,0.03472411930381721
FL-18,-29.25595,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.55127975,0.25872025,0.0,0.0,house,baseline,None,0.30276513825691287,0.6698334916745837,0.04122123572484809,0.6207560378018901,0.04252955935372448,0.8550177508875444,0.03086143038177996,0.8110655532776638,0.034312678471972904
FL-19,-26.32021,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.53660105,0.27339895,0.0,0.0,house,baseline,None,0.29651482574128707,0.676008800440022,0.04102171858338702,0.6259812990649533,0.042412942862233446,0.8454172708635432,0.03168743692925763,0.8007650382519126,0.03501115162360915
FL-20,49.15519,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.15922405,0.65077595,0.0,0.0,house,baseline,None,0.24331216560828042,0.7488374418720936,0.0380138882402376,0.7074853742687135,0.03987526617980372,0.8687184359217961,0.029601414168506684,0.8373168658432921,0.032350966065298165
FL-21,-13.59898,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.4729949,0.3370051,0.0,0.0,house,baseline,None,0.288364418220911,0.6665333266663334,0.04132455848286926,0.6309815490774539,0.04229640343884952,0.856342817140857,0.03074387258936673,0.8232161608080404,0.0334386929627541
FL-22,13.69462,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.3365269,0.4734731,0.0,0.0,house,baseline,None,0.272013600680034,0.7176608830441522,0.039456288714347094,0.6753087654382719,0.041044743393013707,0.855992799639982,0.030775011836351902,0.8395419770988549,0.032171624821212094
FL-23,8.813388,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.36093306,0.44906694,0.0,0.0,house,baseline,None,0.2769638481924096,0.7107355367768389,0.03974409625705113,0.6629081454072704,0.041435432478788406,0.8593179658982949,0.030476657513205923,0.8347667383369168,0.03255385128177532
FL-24,50.99162,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.1500419,0.6599581,0.0,0.0,house,baseline,None,0.24526226311315566,0.7626881344067203,0.03729102243252195,0.7231361568078404,0.039220599628892544,0.8696684834241712,0.029510234421746426,0.8607930396519826,0.03034246906105712
FL-25,17.96772,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.3151614,0.4948386,0.0,0.0,house,baseline,None,0.2680134006700335,0.7093104655232761,0.03980191347291145,0.6721086054302715,0.041148670381488436,0.8507925396269813,0.031230445173135453,0.8360168008400419,0.03245474858998799
FL-26,-13.60448,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.4730224,0.3369776,0.0,0.0,house,baseline,None,0.2912645632281614,0.6760838041902095,0.04101924542878755,0.6256312815640782,0.042420919043443805,0.8544677233861693,0.030909968464242744,0.8073153657682883,0.034571340527156894
FL-27,0.8268887,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.4008655565,0.4091344435,0.0,0.0,house,baseline,None,0.2778138906945347,0.6814340717035852,0.040839710399669195,0.6424071203560178,0.04201174042325399,0.8448922446122307,0.0317313454814543,0.8172658632931646,0.03387369646886324
FL-28,-3.899812,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.19,0.42449906,0.38550094,0.0,0.0,house,baseline,None,0.2818640932046602,0.695934796739837,0.04032168816224128,0.6535326766338316,0.04170958447209058,0.8549927496374818,0.030863639948095458,0.8148907445372269,0.03404354902441298
GA-1,-19.51325,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.18,0.50756625,0.31243375,0.0,0.0,house,baseline,None,0.38121906095304764,0.6589079453972699,0.041554613086875386,0.6137806890344517,0.042677077518747955,0.8430671533576679,0.031882992723632264,0.8075653782689134,0.03455425391837298
GA-2,4.303485,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.18,0.388482575,0.431517425,0.0,0.0,house,baseline,None,0.3703185159257963,0.6828841442072103,0.040789986571374254,0.6457072853642682,0.041924705772792385,0.8551677583879194,0.030848166391018214,0.8215160758037902,0.033564382007710745
GA-3,-37.72735,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.18,0.59863675,0.22136325,0.0,0.0,house,baseline,None,0.408070403520176,0.660458022901145,0.04150882270171912,0.6028551427571378,0.04288960295007784,0.8465173258662934,0.031595022830394524,0.8066653332666633,0.034615661309516814
GA-4,50.03138,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.18,0.1598431,0.6601569,0.0,0.0,house,baseline,None,0.33386669333466673,0.7486874343717186,0.03802142968486923,0.7054852742637132,0.03995476244946629,0.863593179658983,0.030084563446011164,0.8610680534026702,0.030317324199058335
GA-5,59.93855,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.18,0.11030725,0.7096927500000001,0.0,0.0,house,baseline,None,0.32621631081554076,0.7652632631631582,0.03715070274736435,0.7293614680734037,0.03894370723097325,0.8790439521976099,0.02858183832901451,0.8637931896594829,0.03006598029097302
GA-6,-24.23505,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.18,0.53117525,0.28882475,0.0,0.0,house,baseline,None,0.40132006600330017,0.6539826991349567,0.04169683642328523,0.6072553627681384,0.042806712948885856,0.855742787139357,0.03079721616641979,0.8158157907895395,0.03397764853440849
GA-7,16.06375,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.18,0.32968125,0.49031875,0.0,0.0,house,baseline,None,0.36301815090754536,0.7134856742837141,0.03963116770899924,0.671983599179959,0.041152685900701855,0.8588679433971699,0.030517369841254798,0.8306165308265414,0.032878111654566944
GA-8,-34.56982,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.18,0.5828491,0.2371509,0.0,0.0,house,baseline,None,0.3985699284964248,0.6604080204010201,0.04151030754096445,0.6034551727586379,0.04287851349580048,0.851967598379919,0.03112870120347734,0.8102405120256013,0.034370020894965804
GA-9,-46.10865,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.18,0.64054325,0.17945675,0.0,0.0,house,baseline,None,0.4136706835341767,0.6261813090654533,0.04240837440541426,0.5852292614630732,0.043185518726539515,0.8399169958497925,0.032141183683184665,0.8018900945047253,0.034936676539667234
GA-10,-31.15672,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.18,0.5657836,0.2542164,0.0,0.0,house,baseline,None,0.39936996849842493,0.6515325766288314,0.04176574464727824,0.6094054702735137,0.04276488629971947,0.8470423521176059,0.031550716790025184,0.8065653282664134,0.03462246653310673
GA-11,-24.05728,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.18,0.5302864,0.2897136,0.0,0.0,house,baseline,None,0.38916945847292367,0.6558077903895194,0.04164471296371339,0.6143057152857643,0.04266629667512948,0.8514175708785439,0.031176409738013357,0.8058902945147257,0.03466830887873422
GA-12,-16.87351,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.18,0.49436755,0.32563245,0.0,0.0,house,baseline,None,0.3810690534526726,0.6662583129156459,0.04133306567099421,0.6219060953047653,0.04250434362104792,0.8571928596429821,0.030667989289638688,0.8270163508175409,0.0331535962656939
GA-13,52.45722,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.18,0.1477139,0.6722861,0.0,0.0,house,baseline,None,0.3329666483324166,0.7398619930996551,0.03845460303113967,0.6907345367268364,0.04051280994196428,0.8751937596879844,0.02896952175519971,0.8559677983899194,0.030777233692411032
GA-14,-45.16958,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.18,0.6358479,0.1841521,0.0,0.0,house,baseline,None,0.41412070603530177,0.6330816540827041,0.04224600507712754,0.5901545077253862,0.043108609535749694,0.8331916595829791,0.032677769641413446,0.7997149857492876,0.035080268938027154
HI-1,31.94248,Hawaii,0.28,0.2,0.51,312.0,0.091,0.032,0.091,0.909,0.091,0.909,0.2,0.2402876,0.5597124,0.0,0.0,house,baseline,None,0.09295464773238662,0.7536626831341567,0.03776806010957377,0.7051602580129006,0.03996759302216832,0.8673933696684835,0.02972772931677911,0.8379418970948547,0.03230080882332064
HI-2,31.68955,Hawaii,0.28,0.2,0.51,312.0,0.091,0.032,0.091,0.909,0.091,0.909,0.2,0.24155225,0.55844775,0.0,0.0,house,baseline,None,0.09210460523026151,0.7573378668933446,0.03757655058795866,0.7125106255312765,0.039671410397763056,0.8725186259312966,0.02923356568743841,0.843917195859793,0.03181255252647497
IA-1,-3.941143,Iowa,0.41,0.19,0.4,330.0,0.385,0.032,0.385,0.615,0.385,0.615,0.19,0.424705715,0.385294285,0.0,0.0,house,baseline,None,0.3816690834541727,0.6758337916895845,0.04102748460075429,0.6400070003500176,0.042073676090858686,0.8465673283664183,0.03159080877310592,0.820966048302415,0.03360480398061936
IA-2,-5.458609,Iowa,0.41,0.19,0.4,330.0,0.385,0.032,0.385,0.615,0.385,0.615,0.19,0.432293045,0.377706955,0.0,0.0,house,baseline,None,0.38366918345917295,0.675558777938897,0.041036532262388105,0.6435571778588929,0.04198165692322843,0.8549677483874194,0.030865849200644647,0.8208410420521026,0.033613974369695473
IA-3,-2.251076,Iowa,0.41,0.19,0.4,330.0,0.385,0.032,0.385,0.615,0.385,0.615,0.19,0.41625538,0.39374462,0.0,0.0,house,baseline,None,0.3716185809290464,0.6794339716985849,0.04090754778163783,0.627306365318266,0.04238253253511063,0.8612930646532326,0.030296721341387348,0.8139656982849142,0.034109129441200085
IA-4,-27.31831,Iowa,0.41,0.19,0.4,330.0,0.385,0.032,0.385,0.615,0.385,0.615,0.19,0.54159155,0.26840845,0.0,0.0,house,baseline,None,0.3952197609880494,0.6375818790939547,0.042135097576609014,0.5971548577428871,0.04299160110028263,0.8463423171158557,0.03160976282094849,0.7932896644832241,0.035495072138888015
ID-1,-45.50601,Idaho,0.49,0.19,0.32,320.0,0.578,0.032,0.578,0.422,0.578,0.422,0.19,0.6325300500000001,0.17746995,2.220446049250313e-16,0.0,house,baseline,None,0.5806290314515726,0.5878793939696985,0.04314469001077598,0.5571028551427571,0.043540178142284836,0.8426921346067303,0.0319139645527016,0.7934396719835992,0.03548554520516475
ID-2,-26.67605,Idaho,0.49,0.19,0.32,320.0,0.578,0.032,0.578,0.422,0.578,0.422,0.19,0.53838025,0.27161975,0.0,0.0,house,baseline,None,0.576328816440822,0.6242062103105155,0.04245314911800218,0.5851792589629481,0.043186276698632786,0.8411420571028552,0.032041306070677865,0.7919645982299115,0.03557890488641613
IL-1,40.62955,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.20185225,0.6081477500000001,0.0,0.0,house,baseline,None,0.21806090304515227,0.7475373768688434,0.038079046970174835,0.7025351267563378,0.04007033150265412,0.8667933396669834,0.02978460343134267,0.844317215860793,0.03177928972514545
IL-2,36.84659,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.22076705,0.58923295,0.0,0.0,house,baseline,None,0.22106105305265264,0.7443372168608431,0.03823751782824948,0.6956097804890244,0.04033381072514374,0.8638431921596079,0.030061331109709696,0.8461673083654182,0.03162448850016423
IL-3,38.57446,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.2121277,0.5978723,0.0,0.0,house,baseline,None,0.2104105205260263,0.7512875643782189,0.0378898529332911,0.7173858692934647,0.039467935931010764,0.8603430171508576,0.030383529058355067,0.8451172558627931,0.03171254315243586
IL-4,43.97005,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.18514975,0.62485025,0.0,0.0,house,baseline,None,0.19505975298764938,0.7551877593879694,0.03768904252890374,0.7123856192809641,0.039676553450442215,0.8694184709235462,0.029534279148707848,0.8435421771088554,0.031843669782791614
IL-5,35.36106,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.2281947,0.5818053000000001,0.0,0.0,house,baseline,None,0.21136056802840142,0.7473873693684685,0.03808653617158291,0.7120106005300265,0.03969196046097867,0.8706685334266713,0.02941369568477362,0.8534426721336066,0.031000022932308892
IL-6,6.162658,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.37418671,0.43581329,0.0,0.0,house,baseline,None,0.2393119655982799,0.7164358217910896,0.03950803218160169,0.6607330366518326,0.041500646862226605,0.8669183459172958,0.029772771278886993,0.8303165158257912,0.03290127241278677
IL-7,70.00192,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.0549904,0.7550096,0.0,0.0,house,baseline,None,0.18915945797289865,0.7773638681934096,0.03646540727317392,0.7411370568528426,0.038393285265814904,0.87964398219911,0.02852058584075913,0.8646932346617331,0.029982086698042934
IL-8,11.67969,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.34660155,0.46339845,0.0,0.0,house,baseline,None,0.22781139056952848,0.7123106155307766,0.039679637509698926,0.6776088804440222,0.040968696752340966,0.8574428721436071,0.03064560043658355,0.8336416820841042,0.03264247198338219
IL-9,37.83539,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.21582305,0.59417695,0.0,0.0,house,baseline,None,0.2111605580279014,0.7477373868693435,0.03806905201195555,0.7091854592729636,0.03980696245242135,0.8695184759237962,0.029524665559670215,0.8537426871343567,0.030973719607631962
IL-10,20.95613,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.30021935,0.5097806500000001,0.0,0.0,house,baseline,None,0.2184609230461523,0.7362618130906545,0.03862546451142117,0.6842842142107106,0.040741543514048496,0.8639681984099206,0.030049702212781505,0.8287164358217911,0.03302416846247267
IL-11,9.961191,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.355194045,0.454805955,0.0,0.0,house,baseline,None,0.23251162558127905,0.7258612930646532,0.0391005681712043,0.6814090704535227,0.040840563707232456,0.8621681084054202,0.030216343194818234,0.8381419070953547,0.03228472241287463
IL-12,-46.41387,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.63706935,0.17293065,0.0,0.0,house,baseline,None,0.2697634881744087,0.6697584879243963,0.04122360938771167,0.612105605280264,0.04271112387820875,0.8470173508675434,0.0315528295342622,0.7992399619980999,0.035111412334532834
IL-13,6.505558,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.37247221,0.43752779,0.0,0.0,house,baseline,None,0.23456172808640433,0.7026601330066504,0.040065475134418015,0.6619580979048952,0.041464037369452235,0.8582929146457323,0.030569238171338872,0.8308915445772289,0.03285684812790111
IL-14,6.49219,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.37253905,0.43746095,0.0,0.0,house,baseline,None,0.23576178808940448,0.7146857342867143,0.039581328738507074,0.6740837041852092,0.04108478524468591,0.8617430871543577,0.030255434965077176,0.8325666283314166,0.0327266521338863
IL-15,-42.4285,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.6171425,0.1928575,0.0,0.0,house,baseline,None,0.25616280814040704,0.6513575678783939,0.041770620060971875,0.5981299064953247,0.042974583074347615,0.8432671633581679,0.03186644824130351,0.7980649032451623,0.03518812115935664
IL-16,-25.93611,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.53468055,0.27531945,0.0,0.0,house,baseline,None,0.2553127656382819,0.6917845892294614,0.04047470439168216,0.6370818540927046,0.04214761735552581,0.8447422371118556,0.031743867372334963,0.8088154407720386,0.03446848482989143
