district,partisan_lean (%),state_name,Republican/lean Rep.,No lean,Democrat/lean Dem.,lean sample size,firearm ownership,firearm ownership margin of error,has_gun_in_house_True,has_gun_in_house_False,is_gun_owner_True,is_gun_owner_False,political_lean_center,political_lean_right,political_lean_left,lean_sum,right_only_flag,body,model
IL-13,6.505558,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.37247221,0.43752779,0.0,1.0,house,right_only
IL-14,6.49219,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.37253905000000004,0.43746095,0.0,1.0,house,right_only
IL-15,-42.4285,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.6171425,0.19285750000000002,0.0,1.0,house,right_only
IL-16,-25.93611,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.53468055,0.27531945,0.0,1.0,house,right_only
IL-17,3.546824,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.38726588,0.42273412000000005,0.0,1.0,house,right_only
IN-1,6.346558,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.2,0.36826721,0.43173279000000003,0.0,1.0,house,right_only
IN-2,-26.09934,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.2,0.5304967,0.2695033,0.0,1.0,house,right_only
IN-3,-34.17117,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.2,0.57085585,0.22914415000000005,0.0,1.0,house,right_only
IN-4,-33.35265,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.2,0.5667632499999999,0.23323675000000005,0.0,1.0,house,right_only
IN-5,-21.72354,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.2,0.5086177000000001,0.29138230000000004,0.0,1.0,house,right_only
IN-6,-36.74424,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.2,0.5837212,0.21627880000000002,0.0,1.0,house,right_only
IN-7,36.96736,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.2,0.21516320000000003,0.5848368,0.0,1.0,house,right_only
IN-8,-35.82268,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.2,0.5791134,0.22088660000000004,0.0,1.0,house,right_only
IN-9,-30.11917,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.2,0.55059585,0.24940415000000002,0.0,1.0,house,right_only
KS-1,-34.44489,Kansas,0.46,0.23,0.31,307.0,0.423,0.028,0.423,0.577,0.423,0.577,0.23,0.55722445,0.21277555,0.0,1.0,house,right_only
KS-2,-20.91362,Kansas,0.46,0.23,0.31,307.0,0.423,0.028,0.423,0.577,0.423,0.577,0.23,0.4895681,0.2804319,0.0,1.0,house,right_only
KS-3,-3.199989,Kansas,0.46,0.23,0.31,307.0,0.423,0.028,0.423,0.577,0.423,0.577,0.23,0.400999945,0.369000055,0.0,1.0,house,right_only
KS-4,-27.53099,Kansas,0.46,0.23,0.31,307.0,0.423,0.028,0.423,0.577,0.423,0.577,0.23,0.52265495,0.24734505,0.0,1.0,house,right_only
KY-1,-43.40771,Kentucky,0.44,0.13,0.43,439.0,0.525,0.028,0.525,0.475,0.525,0.475,0.13,0.65203855,0.21796145,0.0,1.0,house,right_only
KY-2,-37.63331,Kentucky,0.44,0.13,0.43,439.0,0.525,0.028,0.525,0.475,0.525,0.475,0.13,0.62316655,0.24683344999999998,0.0,1.0,house,right_only
KY-3,20.47426,Kentucky,0.44,0.13,0.43,439.0,0.525,0.028,0.525,0.475,0.525,0.475,0.13,0.3326287,0.5373713,0.0,1.0,house,right_only
KY-4,-33.69741,Kentucky,0.44,0.13,0.43,439.0,0.525,0.028,0.525,0.475,0.525,0.475,0.13,0.60348705,0.26651294999999997,0.0,1.0,house,right_only
KY-5,-59.78954,Kentucky,0.44,0.13,0.43,439.0,0.525,0.028,0.525,0.475,0.525,0.475,0.13,0.7339477000000001,0.13605229999999996,0.0,1.0,house,right_only
KY-6,-13.11894,Kentucky,0.44,0.13,0.43,439.0,0.525,0.028,0.525,0.475,0.525,0.475,0.13,0.5005947,0.3694053,0.0,1.0,house,right_only
LA-1,-40.22432,Louisiana,0.41,0.16,0.43,465.0,0.523,0.028,0.523,0.477,0.523,0.477,0.16,0.6211215999999999,0.2188784,0.0,1.0,house,right_only
LA-2,55.67659,Louisiana,0.41,0.16,0.43,465.0,0.523,0.028,0.523,0.477,0.523,0.477,0.16,0.14161705000000002,0.69838295,0.0,1.0,house,right_only
LA-3,-42.79865,Louisiana,0.41,0.16,0.43,465.0,0.523,0.028,0.523,0.477,0.523,0.477,0.16,0.6339932500000001,0.20600674999999996,0.0,1.0,house,right_only
LA-4,-33.83772,Louisiana,0.41,0.16,0.43,465.0,0.523,0.028,0.523,0.477,0.523,0.477,0.16,0.5891886,0.2508114,0.0,1.0,house,right_only
LA-5,-34.14235,Louisiana,0.41,0.16,0.43,465.0,0.523,0.028,0.523,0.477,0.523,0.477,0.16,0.59071175,0.24928825,0.0,1.0,house,right_only
LA-6,-22.77275,Louisiana,0.41,0.16,0.43,465.0,0.523,0.028,0.523,0.477,0.523,0.477,0.16,0.53386375,0.30613625,0.0,1.0,house,right_only
MA-1,21.63849,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.17,0.30680755,0.52319245,0.0,1.0,house,right_only
MA-2,29.77662,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.17,0.2661169,0.5638831,0.0,1.0,house,right_only
MA-3,26.28056,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.17,0.2835972,0.5464028,0.0,1.0,house,right_only
MA-4,27.75373,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.17,0.27623135,0.55376865,0.0,1.0,house,right_only
MA-5,49.79446,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.17,0.16602769999999997,0.6639723,0.0,1.0,house,right_only
MA-6,26.04362,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.17,0.2847819,0.5452181,0.0,1.0,house,right_only
MA-7,73.41786,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.17,0.04791069999999997,0.7820893,0.0,1.0,house,right_only
MA-8,34.05433,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.17,0.24472834999999998,0.5852716499999999,1.1102230246251565e-16,1.0,house,right_only
MA-9,16.72963,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.17,0.33135185,0.49864814999999996,0.0,1.0,house,right_only
MD-1,-25.06874,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.14,0.5553437,0.3046563,0.0,1.0,house,right_only
MD-2,10.99566,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.14,0.3750217,0.4849783,0.0,1.0,house,right_only
MD-3,14.18876,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.14,0.3590562,0.5009437999999999,0.0,1.0,house,right_only
MD-4,74.8873,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.14,0.05556349999999999,0.8044365,0.0,1.0,house,right_only
MD-5,27.6208,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.14,0.291896,0.5681039999999999,0.0,1.0,house,right_only
MD-6,-0.9533374,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.14,0.434766687,0.425233313,0.0,1.0,house,right_only
MD-7,54.88766,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.14,0.15556170000000002,0.7044383,0.0,1.0,house,right_only
MD-8,52.80023,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.14,0.16599884999999998,0.6940011500000001,0.0,1.0,house,right_only
ME-1,16.01526,Maine,0.36,0.17,0.47,303.0,0.477,0.032,0.477,0.523,0.477,0.523,0.17,0.3349237,0.49507629999999997,0.0,1.0,house,right_only
ME-2,-10.29927,Maine,0.36,0.17,0.47,303.0,0.477,0.032,0.477,0.523,0.477,0.523,0.17,0.46649635,0.36350364999999996,0.0,1.0,house,right_only
MI-1,-23.75547,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.19,0.52377735,0.28622265,0.0,1.0,house,right_only
MI-2,-31.02191,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.19,0.56010955,0.24989045000000004,0.0,1.0,house,right_only
MI-3,2.744693,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.19,0.39127653500000004,0.418723465,0.0,1.0,house,right_only
MI-4,-8.712607,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.19,0.44856303500000005,0.361436965,0.0,1.0,house,right_only
MI-5,-27.44294,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.19,0.5422147,0.2677853,0.0,1.0,house,right_only
MI-6,21.13806,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.19,0.2993097,0.5106903,0.0,1.0,house,right_only
MI-7,-3.487974,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.19,0.42243987000000005,0.38756013,0.0,1.0,house,right_only
MI-8,-1.201374,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.19,0.41100687,0.39899313000000003,0.0,1.0,house,right_only
MI-9,-33.46297,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.19,0.57231485,0.23768515000000004,2.220446049250313e-16,1.0,house,right_only
MI-10,-5.404607,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.19,0.43202303500000006,0.377976965,0.0,1.0,house,right_only
MI-11,14.86063,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.19,0.33069685000000004,0.47930315,0.0,1.0,house,right_only
MI-12,43.95626,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.19,0.18521870000000001,0.6247813,0.0,1.0,house,right_only
MI-13,45.90776,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.19,0.1754612,0.6345388000000001,0.0,1.0,house,right_only
MN-1,-13.93831,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.15,0.49469155,0.35530845,0.0,1.0,house,right_only
MN-2,1.158694,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.15,0.41920652999999997,0.43079347,0.0,1.0,house,right_only
MN-3,14.35376,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.15,0.35323119999999997,0.4967688,0.0,1.0,house,right_only
MN-4,32.09563,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.15,0.26452185,0.5854781499999999,1.1102230246251565e-16,1.0,house,right_only
MN-5,57.11019,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.15,0.13944904999999996,0.71055095,0.0,1.0,house,right_only
MN-6,-22.85337,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.15,0.53926685,0.31073315,0.0,1.0,house,right_only
MN-7,-36.62228,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.15,0.6081114,0.24188859999999998,0.0,1.0,house,right_only
MN-8,-14.93217,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.15,0.49966085,0.35033915,0.0,1.0,house,right_only
MO-1,52.22362,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.18,0.14888190000000007,0.6711180999999999,0.0,1.0,house,right_only
MO-2,-15.00905,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.18,0.48504525000000004,0.33495475,0.0,1.0,house,right_only
MO-3,-32.49918,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.18,0.5724959000000001,0.2475041,0.0,1.0,house,right_only
MO-4,-44.84298,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.18,0.6342149,0.18578510000000004,0.0,1.0,house,right_only
MO-5,19.79319,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.18,0.31103405000000006,0.50896595,0.0,1.0,house,right_only
MO-6,-42.23775,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.18,0.62118875,0.19881125000000005,0.0,1.0,house,right_only
MO-7,-47.12061,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.18,0.6456030500000001,0.17439695000000002,0.0,1.0,house,right_only
MO-8,-55.91422,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.18,0.6895711,0.13042890000000001,0.0,1.0,house,right_only
MS-1,-34.88673,Mississippi,0.44,0.14,0.42,309.0,0.541,0.028,0.541,0.45899999999999996,0.541,0.45899999999999996,0.14,0.60443365,0.25556635,0.0,1.0,house,right_only
MS-2,23.13287,Mississippi,0.44,0.14,0.42,309.0,0.541,0.028,0.541,0.45899999999999996,0.541,0.45899999999999996,0.14,0.31433564999999997,0.54566435,0.0,1.0,house,right_only
MS-3,-28.1043,Mississippi,0.44,0.14,0.42,309.0,0.541,0.028,0.541,0.45899999999999996,0.541,0.45899999999999996,0.14,0.5705215,0.28947849999999997,0.0,1.0,house,right_only
MS-4,-41.94463,Mississippi,0.44,0.14,0.42,309.0,0.541,0.028,0.541,0.45899999999999996,0.541,0.45899999999999996,0.14,0.63972315,0.22027685000000002,0.0,1.0,house,right_only
MT-1,-9.988488,Montana,0.49,0.21,0.3,312.0,0.65,0.032,0.65,0.35,0.65,0.35,0.21,0.44494244000000005,0.34505756,0.0,1.0,house,right_only
MT-2,-29.68839,Montana,0.49,0.21,0.3,312.0,0.65,0.032,0.65,0.35,0.65,0.35,0.21,0.5434419500000001,0.24655805000000003,0.0,1.0,house,right_only
NC-1,5.35866,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.17,0.38820669999999996,0.4417933,0.0,1.0,house,right_only
NC-2,23.77732,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.17,0.29611339999999997,0.5338866,0.0,1.0,house,right_only
NC-3,-28.28144,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.17,0.5564072,0.27359279999999997,0.0,1.0,house,right_only
NC-4,30.43603,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.17,0.26281984999999997,0.56718015,0.0,1.0,house,right_only
NC-5,-23.77597,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.17,0.5338798499999999,0.29612014999999997,0.0,1.0,house,right_only
NC-6,9.195594,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.17,0.36902203,0.46097796999999996,0.0,1.0,house,right_only
NC-7,-15.33564,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.17,0.49167819999999995,0.3383218,0.0,1.0,house,right_only
NC-8,-37.57974,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.17,0.6028987,0.22710129999999998,0.0,1.0,house,right_only
NC-9,-10.55237,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.17,0.46776185,0.36223815,0.0,1.0,house,right_only
NC-10,-42.30114,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.17,0.6265056999999999,0.2034943,0.0,1.0,house,right_only
NC-11,-14.19994,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.17,0.4859997,0.3440003,0.0,1.0,house,right_only
NC-12,25.35399,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.17,0.28823005,0.54176995,0.0,1.0,house,right_only
NC-13,-2.271673,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.17,0.42635836499999996,0.403641635,0.0,1.0,house,right_only
NC-14,11.45646,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.17,0.35771769999999997,0.4722823,0.0,1.0,house,right_only
ND-1,-37.06978,North Dakota,0.5,0.18,0.33,338.0,0.533,0.032,0.533,0.46699999999999997,0.533,0.46699999999999997,0.18,0.5953489000000001,0.22465110000000002,0.0,1.0,house,right_only
NE-1,-16.99171,Nebraska,0.47,0.17,0.36,312.0,0.392,0.028,0.392,0.608,0.392,0.608,0.17,0.49995855,0.33004144999999996,0.0,1.0,house,right_only
NE-2,-2.553308,Nebraska,0.47,0.17,0.36,312.0,0.392,0.028,0.392,0.608,0.392,0.608,0.17,0.42776654,0.40223346,0.0,1.0,house,right_only
NE-3,-56.56481,Nebraska,0.47,0.17,0.36,312.0,0.392,0.028,0.392,0.608,0.392,0.608,0.17,0.6978240499999999,0.13217595,0.0,1.0,house,right_only
NH-1,-1.061432,New Hampshire,0.35,0.2,0.44,303.0,0.463,0.032,0.463,0.5369999999999999,0.463,0.5369999999999999,0.2,0.40530716,0.39469284000000004,0.0,1.0,house,right_only
NH-2,2.242335,New Hampshire,0.35,0.2,0.44,303.0,0.463,0.032,0.463,0.5369999999999999,0.463,0.5369999999999999,0.2,0.38878832500000005,0.411211675,0.0,1.0,house,right_only
NJ-1,19.31425,New Jersey,0.3,0.19,0.51,886.0,0.089,0.028,0.089,0.911,0.089,0.911,0.19,0.30842875000000003,0.50157125,0.0,1.0,house,right_only
NJ-2,-9.870381,New Jersey,0.3,0.19,0.51,886.0,0.089,0.028,0.089,0.911,0.089,0.911,0.19,0.454351905,0.35564809500000005,0.0,1.0,house,right_only
NJ-3,8.208885,New Jersey,0.3,0.19,0.51,886.0,0.089,0.028,0.089,0.911,0.089,0.911,0.19,0.36395557500000003,0.446044425,0.0,1.0,house,right_only
NJ-4,-28.64708,New Jersey,0.3,0.19,0.51,886.0,0.089,0.028,0.089,0.911,0.089,0.911,0.19,0.5482354,0.2617646,0.0,1.0,house,right_only
NJ-5,6.075619,New Jersey,0.3,0.19,0.51,886.0,0.089,0.028,0.089,0.911,0.089,0.911,0.19,0.37462190500000003,0.435378095,0.0,1.0,house,right_only
NJ-6,14.54368,New Jersey,0.3,0.19,0.51,886.0,0.089,0.028,0.089,0.911,0.089,0.911,0.19,0.3322816,0.47771840000000004,0.0,1.0,house,right_only
NJ-7,-3.991048,New Jersey,0.3,0.19,0.51,886.0,0.089,0.028,0.089,0.911,0.089,0.911,0.19,0.42495524,0.38504476000000004,0.0,1.0,house,right_only
NJ-8,45.80719,New Jersey,0.3,0.19,0.51,886.0,0.089,0.028,0.089,0.911,0.089,0.911,0.19,0.17596405000000004,0.63403595,0.0,1.0,house,right_only
NJ-9,16.24119,New Jersey,0.3,0.19,0.51,886.0,0.089,0.028,0.089,0.911,0.089,0.911,0.19,0.32379405000000006,0.48620595,0.0,1.0,house,right_only
NJ-10,57.45015,New Jersey,0.3,0.19,0.51,886.0,0.089,0.028,0.089,0.911,0.089,0.911,0.19,0.11774925000000003,0.69225075,0.0,1.0,house,right_only
NJ-11,10.15989,New Jersey,0.3,0.19,0.51,886.0,0.089,0.028,0.089,0.911,0.089,0.911,0.19,0.35420055,0.45579945000000005,0.0,1.0,house,right_only
NJ-12,29.25628,New Jersey,0.3,0.19,0.51,886.0,0.089,0.028,0.089,0.911,0.089,0.911,0.19,0.2587186,0.5512814,0.0,1.0,house,right_only
NM-1,11.53571,New Mexico,0.37,0.15,0.48,312.0,0.359,0.028,0.359,0.641,0.359,0.641,0.15,0.36732145,0.48267855,0.0,1.0,house,right_only
NM-2,3.89851,New Mexico,0.37,0.15,0.48,312.0,0.359,0.028,0.359,0.641,0.359,0.641,0.15,0.40550745,0.44449255,0.0,1.0,house,right_only
NM-3,4.77611,New Mexico,0.37,0.15,0.48,312.0,0.359,0.028,0.359,0.641,0.359,0.641,0.15,0.40111945,0.44888055,0.0,1.0,house,right_only
NV-1,4.010317,Nevada,0.37,0.18,0.46,314.0,0.329,0.028,0.329,0.671,0.329,0.671,0.18,0.38994841500000005,0.430051585,0.0,1.0,house,right_only
NV-2,-13.49788,Nevada,0.37,0.18,0.46,314.0,0.329,0.028,0.329,0.671,0.329,0.671,0.18,0.47748940000000006,0.3425106,0.0,1.0,house,right_only
NV-3,1.756517,Nevada,0.37,0.18,0.46,314.0,0.329,0.028,0.329,0.671,0.329,0.671,0.18,0.401217415,0.41878258500000004,0.0,1.0,house,right_only
NV-4,5.27305,Nevada,0.37,0.18,0.46,314.0,0.329,0.028,0.329,0.671,0.329,0.671,0.18,0.38363475,0.43636525000000004,0.0,1.0,house,right_only
NY-1,-5.411073,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.432055365,0.37794463500000003,0.0,1.0,house,right_only
NY-2,-6.004039,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.435020195,0.37497980500000005,0.0,1.0,house,right_only
NY-3,3.998761,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.38500619500000005,0.424993805,0.0,1.0,house,right_only
NY-4,10.45113,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.35274435000000004,0.45725565,0.0,1.0,house,right_only
NY-5,61.72219,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.09638905000000003,0.7136109500000001,0.0,1.0,house,right_only
NY-6,30.65913,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.25170435,0.55829565,0.0,1.0,house,right_only
NY-7,62.81329,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.09093355000000003,0.71906645,0.0,1.0,house,right_only
NY-8,52.5668,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.14216600000000001,0.667834,0.0,1.0,house,right_only
NY-9,51.08659,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.14956705000000003,0.66043295,0.0,1.0,house,right_only
NY-10,69.12236,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.0593882,0.7506118,0.0,1.0,house,right_only
NY-11,-10.69397,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.45846985,0.35153015000000004,0.0,1.0,house,right_only
NY-12,67.81519,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.06592405000000001,0.74407595,0.0,1.0,house,right_only
NY-13,77.10876,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.019456200000000035,0.7905438,0.0,1.0,house,right_only
NY-14,56.82389,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.12088055000000003,0.68911945,0.0,1.0,house,right_only
NY-15,70.77099,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.051145050000000025,0.75885495,0.0,1.0,house,right_only
NY-16,40.4464,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.20276800000000003,0.607232,0.0,1.0,house,right_only
NY-17,6.631194,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.37184403000000005,0.43815597,0.0,1.0,house,right_only
NY-18,2.797194,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.39101403,0.41898597000000004,0.0,1.0,house,right_only
NY-19,-0.9979393,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.4099896965,0.40001030350000005,0.0,1.0,house,right_only
NY-20,13.70726,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.33646370000000003,0.4735363,0.0,1.0,house,right_only
NY-21,-16.49541,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.48747705,0.32252295000000003,0.0,1.0,house,right_only
NY-22,2.205094,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.39397453000000004,0.41602547,0.0,1.0,house,right_only
NY-23,-22.87477,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.51937385,0.29062615,0.0,1.0,house,right_only
NY-24,-21.65131,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.51325655,0.29674345,0.0,1.0,house,right_only
NY-25,13.41073,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.33794635000000006,0.47205365,0.0,1.0,house,right_only
NY-26,17.82643,New York,0.28,0.19,0.53,1966.0,0.145,0.028,0.145,0.855,0.145,0.855,0.19,0.31586785000000006,0.49413215,0.0,1.0,house,right_only
OH-1,3.195959,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.394020205,0.42597979500000005,0.0,1.0,house,right_only
OH-2,-48.46798,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.6523399000000001,0.16766010000000003,0.0,1.0,house,right_only
OH-3,38.02156,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.21989220000000004,0.6001078,0.0,1.0,house,right_only
OH-4,-40.22367,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.61111835,0.20888165000000003,0.0,1.0,house,right_only
OH-5,-29.85058,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.5592529,0.2607471,0.0,1.0,house,right_only
