district,partisan_lean (%),state_name,Republican/lean Rep.,No lean,Democrat/lean Dem.,lean sample size,firearm ownership,firearm ownership margin of error,has_gun_in_house_True,has_gun_in_house_False,is_gun_owner_True,is_gun_owner_False,political_lean_center,political_lean_right,political_lean_left,lean_sum,right_only_flag,body,model
OH-6,-31.06064,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.5653032,0.25469680000000006,0.0,1.0,house,right_only
OH-7,-13.98634,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.4799317,0.34006830000000005,0.0,1.0,house,right_only
OH-8,-27.11651,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.54558255,0.27441745000000006,0.0,1.0,house,right_only
OH-9,-6.153574,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.44076787,0.37923213000000006,0.0,1.0,house,right_only
OH-10,-8.405874,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.45202937000000004,0.36797063,0.0,1.0,house,right_only
OH-11,54.52639,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.13736805000000002,0.68263195,0.0,1.0,house,right_only
OH-12,-34.24341,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.58121705,0.23878295000000005,0.0,1.0,house,right_only
OH-13,-1.824775,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.41912387500000003,0.400876125,0.0,1.0,house,right_only
OH-14,-18.53361,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.50266805,0.31733195000000003,0.0,1.0,house,right_only
OH-15,-11.47044,Ohio,0.42,0.18,0.4,1132.0,0.419,0.028,0.419,0.581,0.419,0.581,0.18,0.46735220000000005,0.3526478,0.0,1.0,house,right_only
OK-1,-28.18958,Oklahoma,0.45,0.15,0.4,391.0,0.549,0.028,0.549,0.45099999999999996,0.549,0.45099999999999996,0.15,0.5659479,0.28405210000000003,0.0,1.0,house,right_only
OK-2,-54.82804,Oklahoma,0.45,0.15,0.4,391.0,0.549,0.028,0.549,0.45099999999999996,0.549,0.45099999999999996,0.15,0.6991402,0.1508598,0.0,1.0,house,right_only
OK-3,-46.74454,Oklahoma,0.45,0.15,0.4,391.0,0.549,0.028,0.549,0.45099999999999996,0.549,0.45099999999999996,0.15,0.6587227,0.19127729999999998,0.0,1.0,house,right_only
OK-4,-35.24428,Oklahoma,0.45,0.15,0.4,391.0,0.549,0.028,0.549,0.45099999999999996,0.549,0.45099999999999996,0.15,0.6012214,0.24877859999999996,0.0,1.0,house,right_only
OK-5,-23.90774,Oklahoma,0.45,0.15,0.4,391.0,0.549,0.028,0.549,0.45099999999999996,0.549,0.45099999999999996,0.15,0.5445386999999999,0.3054613,0.0,1.0,house,right_only
OR-1,34.3844,Oregon,0.32,0.21,0.47,419.0,0.414,0.032,0.414,0.5860000000000001,0.414,0.5860000000000001,0.21,0.22307800000000003,0.566922,0.0,1.0,house,right_only
OR-2,-27.74686,Oregon,0.32,0.21,0.47,419.0,0.414,0.032,0.414,0.5860000000000001,0.414,0.5860000000000001,0.21,0.5337343,0.25626570000000004,0.0,1.0,house,right_only
OR-3,43.01587,Oregon,0.32,0.21,0.47,419.0,0.414,0.032,0.414,0.5860000000000001,0.414,0.5860000000000001,0.21,0.17992065000000002,0.61007935,0.0,1.0,house,right_only
OR-4,8.922438,Oregon,0.32,0.21,0.47,419.0,0.414,0.032,0.414,0.5860000000000001,0.414,0.5860000000000001,0.21,0.35038781,0.43961219,0.0,1.0,house,right_only
OR-5,3.332605,Oregon,0.32,0.21,0.47,419.0,0.414,0.032,0.414,0.5860000000000001,0.414,0.5860000000000001,0.21,0.378336975,0.411663025,0.0,1.0,house,right_only
OR-6,7.193871,Oregon,0.32,0.21,0.47,419.0,0.414,0.032,0.414,0.5860000000000001,0.414,0.5860000000000001,0.21,0.35903064500000004,0.430969355,0.0,1.0,house,right_only
PA-1,-0.2395934,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.426197967,0.42380203299999997,0.0,1.0,house,right_only
PA-2,41.22441,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.21887795,0.63112205,0.0,1.0,house,right_only
PA-3,77.43448,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.03782760000000002,0.8121723999999999,1.1102230246251565e-16,1.0,house,right_only
PA-4,13.55191,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.35724045,0.49275955,0.0,1.0,house,right_only
PA-5,27.68171,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.28659144999999997,0.56340855,0.0,1.0,house,right_only
PA-6,9.230706,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.37884647,0.47115353,0.0,1.0,house,right_only
PA-7,-4.155027,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.445775135,0.404224865,0.0,1.0,house,right_only
PA-8,-8.123094,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.46561547,0.38438453,0.0,1.0,house,right_only
PA-9,-40.82453,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.62912265,0.22087734999999997,0.0,1.0,house,right_only
PA-10,-9.413727,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.47206863499999996,0.377931365,0.0,1.0,house,right_only
PA-11,-26.02409,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.55512045,0.29487955,0.0,1.0,house,right_only
PA-12,15.15441,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.34922794999999995,0.50077205,0.0,1.0,house,right_only
PA-13,-48.95369,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.66976845,0.18023155,0.0,1.0,house,right_only
PA-14,-35.09616,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.6004807999999999,0.2495192,0.0,1.0,house,right_only
PA-15,-40.12046,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.6256023,0.22439769999999998,0.0,1.0,house,right_only
PA-16,-24.43703,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.54718515,0.30281484999999997,0.0,1.0,house,right_only
PA-17,0.6665065,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.15,0.4216674675,0.4283325325,0.0,1.0,house,right_only
RI-1,32.00424,Rhode Island,0.3,0.22,0.48,305.0,0.139,0.028,0.139,0.861,0.139,0.861,0.22,0.2299788,0.5500212,0.0,1.0,house,right_only
RI-2,16.15041,Rhode Island,0.3,0.22,0.48,305.0,0.139,0.028,0.139,0.861,0.139,0.861,0.22,0.30924795,0.47075205000000003,0.0,1.0,house,right_only
SC-1,-17.22457,South Carolina,0.43,0.18,0.39,495.0,0.45,0.028,0.45,0.55,0.45,0.55,0.18,0.49612285,0.32387715000000006,0.0,1.0,house,right_only
SC-2,-19.86564,South Carolina,0.43,0.18,0.39,495.0,0.45,0.028,0.45,0.55,0.45,0.55,0.18,0.5093282,0.31067180000000005,0.0,1.0,house,right_only
SC-3,-44.16833,South Carolina,0.43,0.18,0.39,495.0,0.45,0.028,0.45,0.55,0.45,0.55,0.18,0.63084165,0.18915835000000003,0.0,1.0,house,right_only
SC-4,-26.80227,South Carolina,0.43,0.18,0.39,495.0,0.45,0.028,0.45,0.55,0.45,0.55,0.18,0.54401135,0.27598865000000006,0.0,1.0,house,right_only
SC-5,-25.75934,South Carolina,0.43,0.18,0.39,495.0,0.45,0.028,0.45,0.55,0.45,0.55,0.18,0.5387967,0.28120330000000004,0.0,1.0,house,right_only
SC-6,24.6458,South Carolina,0.43,0.18,0.39,495.0,0.45,0.028,0.45,0.55,0.45,0.55,0.18,0.286771,0.5332290000000001,0.0,1.0,house,right_only
SC-7,-25.89097,South Carolina,0.43,0.18,0.39,495.0,0.45,0.028,0.45,0.55,0.45,0.55,0.18,0.53945485,0.28054515,0.0,1.0,house,right_only
SD-1,-32.0032,South Dakota,0.53,0.1,0.37,305.0,0.55,0.028,0.55,0.44999999999999996,0.55,0.44999999999999996,0.1,0.610016,0.289984,0.0,1.0,house,right_only
TN-1,-60.55824,Tennessee,0.48,0.15,0.36,661.0,0.469,0.028,0.469,0.531,0.469,0.531,0.15,0.7277912,0.1222088,0.0,1.0,house,right_only
TN-2,-36.0464,Tennessee,0.48,0.15,0.36,661.0,0.469,0.028,0.469,0.531,0.469,0.531,0.15,0.605232,0.24476799999999999,0.0,1.0,house,right_only
TN-3,-37.66483,Tennessee,0.48,0.15,0.36,661.0,0.469,0.028,0.469,0.531,0.469,0.531,0.15,0.61332415,0.23667584999999997,0.0,1.0,house,right_only
TN-4,-45.6941,Tennessee,0.48,0.15,0.36,661.0,0.469,0.028,0.469,0.531,0.469,0.531,0.15,0.6534705,0.1965295,0.0,1.0,house,right_only
TN-5,-15.4811,Tennessee,0.48,0.15,0.36,661.0,0.469,0.028,0.469,0.531,0.469,0.531,0.15,0.5024055,0.3475945,0.0,1.0,house,right_only
TN-6,-35.15623,Tennessee,0.48,0.15,0.36,661.0,0.469,0.028,0.469,0.531,0.469,0.531,0.15,0.60078115,0.24921885,0.0,1.0,house,right_only
TN-7,-20.80583,Tennessee,0.48,0.15,0.36,661.0,0.469,0.028,0.469,0.531,0.469,0.531,0.15,0.52902915,0.32097085,0.0,1.0,house,right_only
TN-8,-43.43803,Tennessee,0.48,0.15,0.36,661.0,0.469,0.028,0.469,0.531,0.469,0.531,0.15,0.64219015,0.20780985,0.0,1.0,house,right_only
TN-9,42.61397,Tennessee,0.48,0.15,0.36,661.0,0.469,0.028,0.469,0.531,0.469,0.531,0.15,0.21193014999999998,0.6380698499999999,1.1102230246251565e-16,1.0,house,right_only
TX-1,-50.44604,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.6472302000000001,0.1427698,0.0,1.0,house,right_only
TX-2,-30.17885,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.54589425,0.24410575,0.0,1.0,house,right_only
TX-3,-23.43555,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.51217775,0.27782225000000005,0.0,1.0,house,right_only
TX-4,-31.02175,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.55010875,0.23989125,0.0,1.0,house,right_only
TX-5,-27.25241,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.53126205,0.25873795,0.0,1.0,house,right_only
TX-6,-24.66288,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.5183144000000001,0.2716856,0.0,1.0,house,right_only
TX-7,24.03019,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.27484905000000004,0.51515095,0.0,1.0,house,right_only
TX-8,-26.18461,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.5259230500000001,0.26407695000000003,0.0,1.0,house,right_only
TX-9,49.13762,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.14931190000000003,0.6406881,0.0,1.0,house,right_only
TX-10,-24.10808,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.5155404,0.2744596,0.0,1.0,house,right_only
TX-11,-41.39535,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.6019767500000001,0.18802325,0.0,1.0,house,right_only
TX-12,-24.75644,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.5187822,0.2712178,0.0,1.0,house,right_only
TX-13,-45.57151,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.62285755,0.16714245,0.0,1.0,house,right_only
TX-14,-35.69578,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.5734789,0.21652110000000002,0.0,1.0,house,right_only
TX-15,-0.0693792,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.395346896,0.39465310400000003,0.0,1.0,house,right_only
TX-16,32.62066,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.2318967,0.5581033,0.0,1.0,house,right_only
TX-17,-27.51198,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.5325599000000001,0.2574401,0.0,1.0,house,right_only
TX-18,42.68352,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.1815824,0.6084176,0.0,1.0,house,right_only
TX-19,-53.77625,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.66388125,0.12611875000000006,0.0,1.0,house,right_only
TX-20,26.46199,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.26269005,0.52730995,0.0,1.0,house,right_only
TX-21,-24.89041,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.51945205,0.27054795000000004,0.0,1.0,house,right_only
TX-22,-24.11781,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.51558905,0.27441095000000004,0.0,1.0,house,right_only
TX-23,-13.26878,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.46134390000000003,0.3286561,0.0,1.0,house,right_only
TX-24,-22.75551,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.50877755,0.28122245,0.0,1.0,house,right_only
TX-25,-30.46035,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.54730175,0.24269825000000003,0.0,1.0,house,right_only
TX-26,-26.55441,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.52777205,0.26222795,0.0,1.0,house,right_only
TX-27,-28.26985,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.53634925,0.25365075000000004,0.0,1.0,house,right_only
TX-28,6.08272,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.36458640000000003,0.4254136,0.0,1.0,house,right_only
TX-29,35.00082,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.21999590000000002,0.5700041,0.0,1.0,house,right_only
TX-30,50.44692,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.14276540000000004,0.6472346,0.0,1.0,house,right_only
TX-31,-27.78261,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.53391305,0.25608695000000004,0.0,1.0,house,right_only
TX-32,24.14752,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.2742624,0.5157376,0.0,1.0,house,right_only
TX-33,43.78645,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.17606775,0.6139322500000001,0.0,1.0,house,right_only
TX-34,16.98242,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.3100879,0.4799121,0.0,1.0,house,right_only
TX-35,37.71552,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.20642240000000003,0.5835776,0.0,1.0,house,right_only
TX-36,-35.29595,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.57147975,0.21852025000000003,0.0,1.0,house,right_only
TX-37,43.85196,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.1757402,0.6142598,0.0,1.0,house,right_only
TX-38,-27.06054,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.21,0.5303027,0.2596973,0.0,1.0,house,right_only
UT-1,-24.473,Utah,0.54,0.16,0.3,315.0,0.397,0.028,0.397,0.603,0.397,0.603,0.16,0.542365,0.297635,0.0,1.0,house,right_only
UT-2,-23.21043,Utah,0.54,0.16,0.3,315.0,0.397,0.028,0.397,0.603,0.397,0.603,0.16,0.53605215,0.30394785,0.0,1.0,house,right_only
UT-3,-26.02263,Utah,0.54,0.16,0.3,315.0,0.397,0.028,0.397,0.603,0.397,0.603,0.16,0.55011315,0.28988685,0.0,1.0,house,right_only
UT-4,-30.4835,Utah,0.54,0.16,0.3,315.0,0.397,0.028,0.397,0.603,0.397,0.603,0.16,0.5724175,0.2675825,0.0,1.0,house,right_only
VA-1,-14.65879,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.18,0.48329395,0.33670605000000003,0.0,1.0,house,right_only
VA-2,-6.693087,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.18,0.443465435,0.37653456500000004,0.0,1.0,house,right_only
VA-3,31.38345,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.18,0.25308275,0.56691725,0.0,1.0,house,right_only
VA-4,29.15058,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.18,0.2642471,0.5557529000000001,0.0,1.0,house,right_only
VA-5,-14.89142,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.18,0.48445710000000003,0.33554290000000003,0.0,1.0,house,right_only
VA-6,-28.83605,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.18,0.55418025,0.26581975,0.0,1.0,house,right_only
VA-7,1.365047,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.18,0.40317476500000005,0.416825235,0.0,1.0,house,right_only
VA-8,48.51135,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.18,0.16744325000000004,0.65255675,0.0,1.0,house,right_only
VA-9,-47.12505,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.18,0.64562525,0.17437475000000002,0.0,1.0,house,right_only
VA-10,6.80068,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.18,0.3759966,0.44400340000000005,0.0,1.0,house,right_only
VA-11,32.06858,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.18,0.24965710000000005,0.5703429,0.0,1.0,house,right_only
VT-1,27.77973,Vermont,0.29,0.14,0.57,306.0,0.503,0.028,0.503,0.497,0.503,0.497,0.14,0.29110135,0.56889865,0.0,1.0,house,right_only
WA-1,22.98378,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.23,0.2700811,0.4999189,0.0,1.0,house,right_only
WA-2,15.78128,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.23,0.3060936,0.4639064,0.0,1.0,house,right_only
WA-3,-11.21785,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.23,0.44108925,0.32891075000000003,0.0,1.0,house,right_only
WA-4,-24.55468,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.23,0.5077734,0.2622266,0.0,1.0,house,right_only
WA-5,-16.67488,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.23,0.4683744,0.3016256,0.0,1.0,house,right_only
WA-6,9.750251,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.23,0.336248745,0.433751255,0.0,1.0,house,right_only
WA-7,68.03828,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.23,0.04480860000000003,0.7251913999999999,0.0,1.0,house,right_only
WA-8,0.2929841,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.23,0.3835350795,0.38646492050000003,0.0,1.0,house,right_only
WA-9,38.41735,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.23,0.19291325,0.57708675,0.0,1.0,house,right_only
WA-10,10.39405,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.23,0.33302975,0.43697025,0.0,1.0,house,right_only
WI-1,-6.193876,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.16,0.45096938,0.38903062,0.0,1.0,house,right_only
WI-2,36.34102,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.16,0.23829489999999998,0.6017051,0.0,1.0,house,right_only
WI-3,-8.386776,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.16,0.46193387999999996,0.37806612,0.0,1.0,house,right_only
WI-4,47.85919,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.16,0.18070405,0.65929595,0.0,1.0,house,right_only
WI-5,-28.14144,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.16,0.5607072,0.2792928,0.0,1.0,house,right_only
WI-6,-20.01838,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.16,0.5200918999999999,0.3199081,0.0,1.0,house,right_only
WI-7,-23.92584,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.16,0.5396292,0.3003708,0.0,1.0,house,right_only
WI-8,-19.91714,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.16,0.5195856999999999,0.3204143,0.0,1.0,house,right_only
WV-1,-34.6786,West Virginia,0.43,0.16,0.41,309.0,0.6,0.028,0.6,0.4,0.6,0.4,0.16,0.5933930000000001,0.24660699999999997,0.0,1.0,house,right_only
WV-2,-34.0883,West Virginia,0.43,0.16,0.41,309.0,0.6,0.028,0.6,0.4,0.6,0.4,0.16,0.5904415,0.2495585,0.0,1.0,house,right_only
WY-1,-49.86651,Wyoming,0.57,0.18,0.25,316.0,0.607,0.032,0.607,0.393,0.607,0.393,0.18,0.65933255,0.16066745000000004,0.0,1.0,house,right_only
Alabama,-29.728437142857143,Alabama,0.52,0.13,0.35000000000000003,511.0,0.528,0.028,0.528,0.472,0.528,0.472,0.13,0.5836421857142857,0.2863578142857143,0.0,1.0,senate,right_only
Alaska,-14.6111,Alaska,0.39,0.29,0.32,310.0,0.572,0.032,0.572,0.42800000000000005,0.572,0.42800000000000005,0.29,0.4280555,0.2819445,0.0,1.0,senate,right_only
Arizona,-3.824957222222222,Arizona,0.4,0.21,0.39,653.0,0.36,0.028,0.36,0.64,0.36,0.64,0.21,0.4141247861111111,0.3758752138888889,0.0,1.0,senate,right_only
Arkansas,-31.9002125,Arkansas,0.46,0.16,0.38,311.0,0.518,0.028,0.518,0.482,0.518,0.482,0.16,0.5795010625,0.26049893749999997,0.0,1.0,senate,right_only
California,26.20730242307693,California,0.30000000000000004,0.21000000000000008,0.48999999999999994,3697.0,0.163,0.028000000000000004,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21000000000000008,0.2639634878846154,0.5260365121153846,0.0,1.0,senate,right_only
Colorado,6.323284500000001,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.17,0.38338357749999996,0.4466164225,0.0,1.0,senate,right_only
Connecticut,12.2597628,Connecticut,0.32,0.18,0.5,377.0,0.188,0.028000000000000004,0.188,0.812,0.188,0.812,0.18,0.348701186,0.471298814,0.0,1.0,senate,right_only
Delaware,13.92317,Delaware,0.29,0.17,0.55,301.0,0.387,0.028,0.387,0.613,0.387,0.613,0.17,0.34538415,0.48461584999999996,0.0,1.0,senate,right_only
Florida,-6.056758939285714,Florida,0.36999999999999983,0.19000000000000009,0.43999999999999995,2020.0,0.288,0.028000000000000004,0.288,0.712,0.288,0.712,0.19000000000000009,0.4352837946964286,0.3747162053035714,0.0,1.0,senate,right_only
Georgia,-6.901201785714286,Georgia,0.41000000000000003,0.18,0.41000000000000003,968.0,0.3769999999999999,0.028000000000000008,0.3769999999999999,0.623,0.3769999999999999,0.623,0.18,0.44450600892857145,0.37549399107142856,0.0,1.0,senate,right_only
Hawaii,31.816015,Hawaii,0.28,0.2,0.51,312.0,0.091,0.032,0.091,0.909,0.091,0.909,0.2,0.24091992500000003,0.559080075,0.0,1.0,senate,right_only
Idaho,-36.09103,Idaho,0.49,0.19,0.32,320.0,0.578,0.032,0.578,0.42200000000000004,0.578,0.42200000000000004,0.19,0.58545515,0.22454485000000002,1.1102230246251565e-16,1.0,senate,right_only
Illinois,14.926163588235294,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.19,0.3303691820588236,0.47963081794117646,0.0,1.0,senate,right_only
Indiana,-19.413207999999997,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.2,0.49706604,0.30293396000000006,0.0,1.0,senate,right_only
Iowa,-9.7422845,Iowa,0.41,0.19,0.4,330.0,0.385,0.032,0.385,0.615,0.385,0.615,0.19,0.45371142250000007,0.3562885775,0.0,1.0,senate,right_only
Kansas,-21.52237225,Kansas,0.46,0.23,0.31,307.0,0.423,0.028,0.423,0.577,0.423,0.577,0.23,0.49261186124999995,0.27738813875,0.0,1.0,senate,right_only
Kentucky,-27.86210833333334,Kentucky,0.44,0.13,0.43,439.0,0.525,0.028,0.525,0.47500000000000003,0.525,0.47500000000000003,0.13,0.5743105416666666,0.2956894583333333,0.0,1.0,senate,right_only
Louisiana,-19.6832,Louisiana,0.41,0.16,0.43,465.0,0.523,0.028,0.523,0.4769999999999999,0.523,0.4769999999999999,0.16,0.518416,0.32158400000000004,0.0,1.0,senate,right_only
Maine,2.8579950000000007,Maine,0.36,0.17,0.47,303.0,0.477,0.032,0.477,0.523,0.477,0.523,0.17,0.40071002499999997,0.429289975,0.0,1.0,senate,right_only
Maryland,26.169791575,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.14,0.299151042125,0.560848957875,0.0,1.0,senate,right_only
