district,partisan_lean (%),state_name,Republican/lean Rep.,No lean,Democrat/lean Dem.,lean sample size,firearm ownership,firearm ownership margin of error,has_gun_in_house_True,has_gun_in_house_False,is_gun_owner_True,is_gun_owner_False,political_lean_center,political_lean_right,political_lean_left,lean_sum,right_only_flag,body,model,errors_short,gun_owner_fraction_right_only,for_assault_weapon_ban_True_full_sample_mean,for_assault_weapon_ban_True_full_sample_stderr,for_large_magazine_ban_True_full_sample_mean,for_large_magazine_ban_True_full_sample_stderr,for_background_checks_True_full_sample_mean,for_background_checks_True_full_sample_stderr,for_safe_storage_laws_True_full_sample_mean,for_safe_storage_laws_True_full_sample_stderr
CA-51,22.2579,California,0.3,0.21,0.49,3697.0,0.163,0.028,0.163,0.837,0.163,0.837,0.0,0.3887105,0.6112895,0.0,0.0,house,without_center,None,0.16750837541877095,0.7535876793839692,0.037771929749549515,0.7167858392919646,0.039493285044131986,0.8489174458722937,0.03139141971605658,0.8412170608530427,0.032035169305555625
CA-52,36.35247,California,0.3,0.21,0.49,3697.0,0.163,0.028,0.163,0.837,0.163,0.837,0.0,0.31823765,0.68176235,0.0,0.0,house,without_center,None,0.15325766288314416,0.76018800940047,0.03742544937911183,0.7183609180459023,0.03942655922041717,0.8629431471573579,0.03014480916682334,0.8509925496274813,0.03121317447409699
CO-1,55.20527,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.0,0.22397365,0.77602635,0.0,0.0,house,without_center,None,0.328116405820291,0.7527376368818441,0.037815678113925943,0.7462623131156558,0.03814251383038356,0.8587679383969198,0.030526402729419446,0.8676433821691085,0.029703972144181304
CO-2,32.81107,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.0,0.3359446499999999,0.66405535,0.0,0.0,house,without_center,None,0.3560678033901695,0.7268113405670283,0.03905829221099111,0.7128106405320266,0.03965905199853422,0.8432921646082304,0.031864378898794087,0.8492174608730436,0.03136577718297922
CO-3,-14.34963,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.0,0.57174815,0.42825185,0.0,0.0,house,without_center,None,0.40052002600130004,0.6733586679333967,0.04110833298212565,0.652157607880394,0.041748281794056846,0.8314665733286664,0.03281228627199611,0.8198409920496025,0.03368711930794427
CO-4,-25.3082,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.0,0.626541,0.373459,0.0,0.0,house,without_center,None,0.39576978848942446,0.6636831841592079,0.0414119582478928,0.6367818390919546,0.04215510556468676,0.832091604580229,0.032763692781748836,0.8149907495374769,0.03403644011099494
CO-5,-17.88243,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.0,0.58941215,0.41058785,0.0,0.0,house,without_center,None,0.3984699234961748,0.6644332216610831,0.04138912240440345,0.6437321866093304,0.041977055886721126,0.8361418070903546,0.03244480131906497,0.8177158857942897,0.033841273489484104
CO-6,16.72773,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.0,0.4163613499999999,0.58363865,0.0,0.0,house,without_center,None,0.3710185509275464,0.7103605180259014,0.03975935751378503,0.683059152957648,0.04078395453080034,0.8446172308615431,0.031754294350373004,0.8439421971098555,0.031810475752666684
CO-7,5.924933,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.0,0.470375335,0.529624665,0.0,0.0,house,without_center,None,0.38051902595129755,0.6943847192359618,0.040379290090126654,0.6757837891894595,0.041029130831998,0.8315415770788539,0.032806463684391336,0.8311665583279164,0.032835553134210015
CO-8,-2.542467,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.0,0.512712335,0.487287665,0.0,0.0,house,without_center,None,0.3855692784639232,0.6872593629681485,0.04063717975587627,0.6662583129156457,0.041333065670994214,0.836516825841292,0.03241491896754255,0.8296414820741037,0.03295324787167022
CT-1,20.56025,Connecticut,0.32,0.18,0.5,377.0,0.188,0.028,0.188,0.812,0.188,0.812,0.0,0.39719875,0.60280125,0.0,0.0,house,without_center,None,0.18735936796839842,0.7388619430971548,0.03850240005434606,0.7049102455122757,0.03997744607643151,0.8455922796139808,0.03167277235871494,0.8417420871043553,0.03199214116046096
CT-2,2.942917,Connecticut,0.32,0.18,0.5,377.0,0.188,0.028,0.188,0.812,0.188,0.812,0.0,0.485285415,0.514714585,0.0,0.0,house,without_center,None,0.1928596429821491,0.7262113105655282,0.03908501878014398,0.696134806740337,0.04031421630507703,0.8564178208910445,0.030737191805109157,0.8420171008550428,0.03196955305723145
CT-3,11.91095,Connecticut,0.32,0.18,0.5,377.0,0.188,0.028,0.188,0.812,0.188,0.812,0.0,0.44044525,0.55955475,0.0,0.0,house,without_center,None,0.1935596779838992,0.7297614880744037,0.03892558604489971,0.700610030501525,0.04014466771883459,0.84029201460073,0.032110680035768425,0.8315665783289165,0.032804522299402374
CT-4,23.32058,Connecticut,0.32,0.18,0.5,377.0,0.188,0.028,0.188,0.812,0.188,0.812,0.0,0.3833971,0.6166029,0.0,0.0,house,without_center,None,0.18270913545677284,0.7433121656082804,0.03828770477741962,0.6973848692434622,0.040267312852322205,0.8441922096104806,0.03178969224372632,0.8333166658332917,0.0326679733398664
CT-5,2.564117,Connecticut,0.32,0.18,0.5,377.0,0.188,0.028,0.188,0.812,0.188,0.812,0.0,0.487179415,0.512820585,0.0,0.0,house,without_center,None,0.19295964798239912,0.7304115205760289,0.03889605369709198,0.6969348467423371,0.04028423872032185,0.8406170308515426,0.03208419284039312,0.8330666533326667,0.03268755933403915
DE-1,13.92317,Delaware,0.29,0.17,0.55,301.0,0.387,0.028,0.387,0.613,0.387,0.613,0.0,0.4303841499999999,0.56961585,0.0,0.0,house,without_center,None,0.3848192409620481,0.7074353717685884,0.03987726491165352,0.6823841192059603,0.04080718428436169,0.8463173158657933,0.031611867365145575,0.836716835841792,0.03239895680681689
FL-1,-37.97575,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.68987875,0.31012125,0.0,0.0,house,without_center,None,0.31231561578078904,0.672083604180209,0.041149473750095436,0.6448572428621431,0.04194733179351832,0.8333916695834792,0.032662092384182315,0.8113655682784139,0.03429176509521669
FL-2,-16.45658,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.5822829,0.4177171,0.0,0.0,house,without_center,None,0.2944647232361618,0.6854842742137106,0.04069968047955603,0.652207610380519,0.04174688134420572,0.8363918195909796,0.0324248865140668,0.820166008300415,0.033663389673016714
FL-3,-18.11241,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.59056205,0.40943795,0.0,0.0,house,without_center,None,0.30176508825441273,0.691959597979899,0.04046832962589458,0.6589079453972699,0.041554613086875386,0.8373918695934797,0.032344956202717066,0.8194409720486024,0.03371626904006182
FL-4,-15.25688,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.5762844,0.4237155999999999,0.0,0.0,house,without_center,None,0.28986449322466123,0.6990599529976499,0.040203908244061594,0.6671833591679583,0.041304387692388485,0.8305665283264163,0.03288197437434095,0.8298664933246662,0.032935943643023574
FL-5,-23.23915,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.6161957499999999,0.38380425,0.0,0.0,house,without_center,None,0.2998149907495375,0.675558777938897,0.041036532262388105,0.644157207860393,0.04196585649546911,0.835616780839042,0.03248653455363149,0.8089404470223511,0.034459877017303714
FL-6,-27.74971,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.63874855,0.36125145,0.0,0.0,house,without_center,None,0.2982649132456623,0.6773338666933346,0.040977848924953236,0.6440822041102054,0.04196783547887871,0.8331416570828541,0.03268168631120161,0.8108155407770389,0.0343300811658653
FL-7,-13.93371,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.56966855,0.43033145,0.0,0.0,house,without_center,None,0.2935146757337867,0.6861843092154607,0.04067511485349085,0.6519325966298315,0.04175457754378523,0.8353917695884794,0.03250438387676013,0.8132656632831641,0.03415854623242997
FL-8,-22.96675,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.6148337500000001,0.38516625,0.0,0.0,house,without_center,None,0.29811490574528726,0.6850342517125856,0.0407154160087517,0.652157607880394,0.041748281794056846,0.8198409920496025,0.03368711930794427,0.8103405170258513,0.03436308350050549
FL-9,15.97086,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.4201457,0.5798543,0.0,0.0,house,without_center,None,0.27071353567678386,0.7198109905495275,0.03936460100625064,0.6953847692384619,0.04034218934945673,0.8471673583679183,0.031540148661996024,0.8443922196109805,0.031773044765422635
FL-10,29.01435,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.35492825,0.64507175,0.0,0.0,house,without_center,None,0.2615130756537827,0.7262363118155908,0.03908390695106333,0.6962848142407121,0.040308606499280426,0.8469423471173558,0.031559166005297776,0.8389669483474174,0.03221818023093036
FL-11,-19.28234,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.5964117,0.4035883,0.0,0.0,house,without_center,None,0.2976148807440372,0.6780839041952098,0.04095285021515883,0.6530576528826442,0.04172299606118922,0.8419420971048552,0.03197571683378791,0.812265613280664,0.03422882707504395
FL-12,-33.99388,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.6699694,0.3300306,0.0,0.0,house,without_center,None,0.31046552327616384,0.6574328716435822,0.041597728903908546,0.631581579078954,0.0422820918158432,0.8233661683084155,0.033427548169049984,0.8102405120256013,0.034370020894965804
FL-13,-12.16665,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.56083325,0.43916675,0.0,0.0,house,without_center,None,0.29326466323316164,0.6988599429971498,0.04021151238514184,0.6639081954097705,0.04140511977809536,0.8363168158407921,0.03243086379449741,0.8253412670633532,0.03327997581390535
FL-14,13.98686,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.4300657,0.5699343,0.0,0.0,house,without_center,None,0.27341367068353417,0.7225361268063403,0.03924678396447766,0.6930096504825242,0.04042993769351791,0.8412170608530427,0.032035169305555625,0.8326416320816041,0.03272079493407037
FL-15,-7.097845,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.535489225,0.464510775,0.0,0.0,house,without_center,None,0.28831441572078603,0.6919845992299616,0.040467418388390825,0.6623331166558328,0.041452768308138495,0.83979198959948,0.032151337665905895,0.8207910395519775,0.03361764082490173
FL-16,-12.77148,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.5638574000000001,0.4361426,0.0,0.0,house,without_center,None,0.2861643082154108,0.6810340517025851,0.040853347075413986,0.6455572778638932,0.041928709108482086,0.8331166558327916,0.03268364424967927,0.8125656282814141,0.03420778156941135
FL-17,-22.32818,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.6116409,0.3883591,0.0,0.0,house,without_center,None,0.2996149807490375,0.6866343317165858,0.040659265928071564,0.6544827241362068,0.04168262357010612,0.8268163408170408,0.03316874584686149,0.8109405470273514,0.03432138267101067
FL-18,-29.25595,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.6462797499999999,0.35372025,0.0,0.0,house,without_center,None,0.30346517325866296,0.6712335616780839,0.041176709561379796,0.6389569478473924,0.04210041371443255,0.8275413770688534,0.033113751477481225,0.8184659232961649,0.033787063708281724
FL-19,-26.32021,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.63160105,0.36839895,0.0,0.0,house,without_center,None,0.30281514075703786,0.6754337716885844,0.041040639495775244,0.6418570928546428,0.042026035094892195,0.835916795839792,0.0324627015492337,0.8034401720086004,0.03483334829220296
FL-20,49.15519,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.25422405,0.74577595,0.0,0.0,house,without_center,None,0.24666233311665584,0.7564378218910945,0.03762379604675772,0.735986799339967,0.03863837940783769,0.8538426921346067,0.030964941904509456,0.8625181259062953,0.030184077431277264
FL-21,-13.59898,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.5679949,0.4320051,0.0,0.0,house,without_center,None,0.29571478573928694,0.6741587079353968,0.04108234289035058,0.6526076303815191,0.04173565948373873,0.8376418820941047,0.03232490560066588,0.8313915695784789,0.03281810650953093
FL-22,13.69462,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.4315269,0.5684731000000001,0.0,0.0,house,without_center,None,0.2677633881694085,0.7264863243162158,0.0390727801600838,0.699609980499025,0.04018294999624052,0.8418170908545428,0.03198598415235118,0.8435171758587929,0.03184574197902824
FL-23,8.813388,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.45593306,0.54406694,0.0,0.0,house,without_center,None,0.27471373568678437,0.7272613630681535,0.039038188774715585,0.696534826741337,0.04029924555396973,0.8450672533626682,0.031716723470968704,0.8253162658132907,0.03328185353495607
FL-24,50.99162,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.2450419,0.7549581,0.0,0.0,house,without_center,None,0.2512125606280314,0.7700635031751588,0.036884023898089174,0.744187209360468,0.03824487955855748,0.8589179458972949,0.030512851450049307,0.860418020901045,0.03037669313687279
FL-25,17.96772,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.4101614,0.5898386,0.0,0.0,house,without_center,None,0.2773638681934097,0.7375118755937797,0.038566516030093125,0.7107355367768389,0.03974409625705113,0.8440922046102306,0.03179800908979088,0.8382419120956048,0.032276672630169735
FL-26,-13.60448,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.5680224,0.4319776,0.0,0.0,house,without_center,None,0.2955647782389119,0.6934596729836492,0.04041340867324792,0.6559827991399569,0.04163967910194451,0.8411420571028552,0.032041306070677865,0.8248162408120405,0.03331935546560612
FL-27,0.8268887,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.4958655565,0.5041344435,0.0,0.0,house,without_center,None,0.28271413570678533,0.7119355967798391,0.0396950378789085,0.6719585979298965,0.04115348860743682,0.8388919445972298,0.032224241904700086,0.8333416670833542,0.03266601328596327
FL-28,-3.899812,Florida,0.37,0.19,0.44,2020.0,0.288,0.028,0.288,0.712,0.288,0.712,0.0,0.51949906,0.48050094,0.0,0.0,house,without_center,None,0.28216410820541027,0.7037101855092754,0.040024539949497326,0.680334016700835,0.04087712794027383,0.8447422371118556,0.031743867372334963,0.8281664083204161,0.03306617109197312
GA-1,-19.51325,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.59756625,0.40243375,0.0,0.0,house,without_center,None,0.38671933596679836,0.6697584879243962,0.04122360938771167,0.6439321966098305,0.04197179007638516,0.8368668433421671,0.032386973795569006,0.82001600080004,0.03367434688499406
GA-2,4.303485,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.478482575,0.521517425,0.0,0.0,house,without_center,None,0.3640182009100455,0.6967098354917746,0.04029268450646746,0.6692334616730837,0.04124019185661668,0.8483174158707936,0.03144257606242458,0.8337916895844792,0.03263068701562391
GA-3,-37.72735,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.68863675,0.31136325,0.0,0.0,house,without_center,None,0.4032201610080504,0.6419570978548927,0.04202344053947217,0.6234561728086404,0.0424699549224139,0.8183409170458523,0.03379611359162391,0.8146907345367269,0.034057755631222035
GA-4,50.03138,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.2498430999999999,0.7501569,0.0,0.0,house,without_center,None,0.33156657832891645,0.7551127556377819,0.037692943597148344,0.724311215560778,0.03916906669525122,0.8531426571328566,0.03102628166830245,0.8488424421221061,0.03139782363560167
GA-5,59.93855,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.20030725,0.79969275,0.0,0.0,house,without_center,None,0.3207660383019151,0.7559627981399071,0.03764864059676428,0.7450372518625932,0.038203084492194894,0.8587679383969198,0.030526402729419446,0.8665433271663583,0.029808241562782237
GA-6,-24.23505,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.6211752500000001,0.37882475,0.0,0.0,house,without_center,None,0.3879693984699235,0.660258012900645,0.04151475896370462,0.6217310865543277,0.04250819718413635,0.8291664583229161,0.03298971049083372,0.8170158507925396,0.033891675994269684
GA-7,16.06375,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.41968125,0.58031875,0.0,0.0,house,without_center,None,0.35866793339666986,0.716560828041402,0.03950276871418555,0.6940347017350867,0.04039222235584291,0.8345417270863543,0.03257161859750802,0.8330916545827292,0.03268560192394262
GA-8,-34.56982,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.6728491,0.3271509,0.0,0.0,house,without_center,None,0.40197009850492527,0.6535576778838942,0.04170887732809073,0.6206560328016401,0.042531740028108535,0.8264663233161658,0.03319521869748159,0.8118405920296015,0.034258584855091444
GA-9,-46.10865,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.73054325,0.26945675,0.0,0.0,house,without_center,None,0.4073703685184259,0.6452322616130807,0.041937367548796324,0.6272813640682033,0.04238310946292113,0.8302915145757288,0.032903200791346725,0.7901395069753487,0.035693431491972225
GA-10,-31.15672,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.6557836,0.3442164,0.0,0.0,house,without_center,None,0.39231961598079906,0.6652582629131456,0.04136386772631283,0.6511325566278314,0.041776879337181785,0.8283664183209161,0.03305091172170076,0.8111905595279765,0.03430396856440987
GA-11,-24.05728,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.6202864,0.3797136,0.0,0.0,house,without_center,None,0.3893694684734237,0.6585079253962698,0.04156634967645269,0.6358317915895795,0.04217870128940244,0.8393669683484175,0.03218580934344347,0.8134406720336016,0.034146209076682615
GA-12,-16.87351,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.58436755,0.41563245,0.0,0.0,house,without_center,None,0.38926946347317365,0.6811090554527726,0.04085079283790684,0.643857192859643,0.041973765690799456,0.8346917345867293,0.03255977612508698,0.8217160858042902,0.03354965385614937
GA-13,52.45722,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.2377138999999999,0.7622861000000001,0.0,0.0,house,without_center,None,0.3285664283214161,0.756712835641782,0.037609383789059016,0.7317365868293415,0.038835524707507625,0.8555677783889194,0.030812740403241536,0.8608430421521076,0.030337900242800978
GA-14,-45.16958,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.7258479,0.2741521,0.0,0.0,house,without_center,None,0.4072703635181759,0.644157207860393,0.04196585649546911,0.6124806240312015,0.04270354777697389,0.8215910795539777,0.033558860781650546,0.8015150757537877,0.03496155010214478
HI-1,31.94248,Hawaii,0.28,0.2,0.51,312.0,0.091,0.032,0.091,0.909,0.091,0.909,0.0,0.3402876,0.6597124,0.0,0.0,house,without_center,None,0.08945447272363619,0.7628131406570329,0.03728425455071418,0.7345867293364667,0.0387038283779802,0.8470673533676684,0.03154860375207728,0.844667233361668,0.031750124423849384
HI-2,31.68955,Hawaii,0.28,0.2,0.51,312.0,0.091,0.032,0.091,0.909,0.091,0.909,0.0,0.34155225,0.65844775,0.0,0.0,house,without_center,None,0.08945447272363619,0.7694884744237211,0.03691632419963022,0.7344617230861543,0.038709647735037385,0.8472423621181059,0.031533804257576396,0.8528676433821691,0.03105031310299583
IA-1,-3.941143,Iowa,0.41,0.19,0.4,330.0,0.385,0.032,0.385,0.615,0.385,0.615,0.0,0.519705715,0.480294285,0.0,0.0,house,without_center,None,0.3721186059302965,0.6894594729736487,0.040558752034032364,0.6669333466673333,0.041312156154113704,0.8456422821141057,0.03166857986932547,0.8379418970948547,0.03230080882332064
IA-2,-5.458609,Iowa,0.41,0.19,0.4,330.0,0.385,0.032,0.385,0.615,0.385,0.615,0.0,0.527293045,0.472706955,0.0,0.0,house,without_center,None,0.38631931596579827,0.6906095304765238,0.04051733000271513,0.6605330266513325,0.04150659447547465,0.8292164608230411,0.0329858766935177,0.8249412470623532,0.033309989347778936
IA-3,-2.251076,Iowa,0.41,0.19,0.4,330.0,0.385,0.032,0.385,0.615,0.385,0.615,0.0,0.51125538,0.48874462,0.0,0.0,house,without_center,None,0.383819190959548,0.6950597529876494,0.04035427171747021,0.6732586629331467,0.041111572177591156,0.8336166808340417,0.03264443521614228,0.828116405820291,0.03306998338215534
IA-4,-27.31831,Iowa,0.41,0.19,0.4,330.0,0.385,0.032,0.385,0.615,0.385,0.615,0.0,0.63659155,0.36340845,0.0,0.0,house,without_center,None,0.3974198709935497,0.6698334916745837,0.04122123572484809,0.6465323266163308,0.041902606837957115,0.836616830841542,0.03240694005550125,0.8100155007750387,0.03438561674465014
ID-1,-45.50601,Idaho,0.49,0.19,0.32,320.0,0.578,0.032,0.578,0.422,0.578,0.422,0.0,0.72753005,0.2724699499999999,0.0,0.0,house,without_center,None,0.5893794689734486,0.6026301315065753,0.042893744129894565,0.5854792739636983,0.04318172199356783,0.8219160958047902,0.033534910070818304,0.8066153307665382,0.03461906436597556
ID-2,-26.67605,Idaho,0.49,0.19,0.32,320.0,0.578,0.032,0.578,0.422,0.578,0.422,0.0,0.63338025,0.36661975,0.0,0.0,house,without_center,None,0.5724286214310715,0.6468073403670183,0.041895210195316,0.6215810790539527,0.04251149555439515,0.8285414270713536,0.033037546359532315,0.8069153457672884,0.03459863267812264
IL-1,40.62955,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.29685225,0.7031477500000001,0.0,0.0,house,without_center,None,0.2103605180259013,0.7537126856342817,0.03776547949348132,0.7291864593229662,0.038951622673796524,0.8569928496424821,0.030685877342399213,0.8596429821491074,0.030447188526419616
IL-2,36.84659,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.31576705,0.68423295,0.0,0.0,house,without_center,None,0.207910395519776,0.7414120706035301,0.03838000435279875,0.7109605480274014,0.03973492363629856,0.8362418120906046,0.03243683864096084,0.8429421471073554,0.03189332377302762
IL-3,38.57446,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.3071277,0.6928723,0.0,0.0,house,without_center,None,0.21401070053502674,0.7517125856292814,0.037868171286829594,0.7204360218010901,0.03933773812154694,0.8489924496224811,0.0313850131126667,0.851367568378419,0.03118073956132796
IL-4,43.97005,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.28014975,0.71985025,0.0,0.0,house,without_center,None,0.20606030301515077,0.7538876943847193,0.037756441941461265,0.7339366968348418,0.038734045639235035,0.8421921096054803,0.03195516102827215,0.8575178758937947,0.030638877533891506
IL-5,35.36106,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.3231947,0.6768053,0.0,0.0,house,without_center,None,0.21586079303965197,0.7546627331366569,0.03771631746756342,0.7180609030451524,0.039439314866019926,0.85986799339967,0.030426754574796943,0.8510425521276064,0.03120885376716621
IL-6,6.162658,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.46918671,0.53081329,0.0,0.0,house,without_center,None,0.23011150557527876,0.7340617030851542,0.038728242968725714,0.6931096554827741,0.04042626848823275,0.8480424021201061,0.031465965546022996,0.8329166458322916,0.03269929824977123
IL-7,70.00192,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.1499904,0.8500095999999999,0.0,0.0,house,without_center,None,0.1943597179858993,0.7833391669583479,0.036110723878121566,0.7613630681534077,0.03736248904769186,0.8603430171508575,0.030383529058355077,0.8697434871743587,0.029503014008190543
IL-8,11.67969,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.44160155,0.55839845,0.0,0.0,house,without_center,None,0.2264613230661533,0.7236361818090904,0.0391987120810561,0.6926846342317116,0.04044184718970628,0.8436921846092305,0.031831230604158385,0.8366918345917296,0.03240095302572353
IL-9,37.83539,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.31082305,0.68917695,0.0,0.0,house,without_center,None,0.21146057302865143,0.7554377718885945,0.03767602776543873,0.7343617180859043,0.03871430035798436,0.8505925296264814,0.031247696490406283,0.8571428571428571,0.030672463220289305
IL-10,20.95613,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.3952193499999999,0.60478065,0.0,0.0,house,without_center,None,0.22216110805540276,0.7432621631081554,0.038290145845420176,0.7152357617880893,0.03955837141241685,0.8424921246062304,0.031930456740514694,0.8375168758437922,0.03233493431237844
IL-11,9.961191,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.450194045,0.549805955,0.0,0.0,house,without_center,None,0.22441122056102805,0.7250362518125907,0.03913710070298849,0.6954097704885245,0.040341258953320365,0.8375168758437922,0.03233493431237844,0.8373918695934797,0.032344956202717066
IL-12,-46.41387,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.73206935,0.26793065,0.0,0.0,house,without_center,None,0.2600630031501575,0.6786089304465224,0.040935279210592444,0.636006800340017,0.04217436805557844,0.815990799539977,0.033965144716039126,0.7990399519975999,0.03512450231593278
IL-13,6.505558,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.46747221,0.5325277900000001,0.0,0.0,house,without_center,None,0.22451122556127806,0.7226361318065904,0.03924242601702971,0.6853842692134606,0.040703181093192674,0.8390419520976049,0.032212116074672115,0.8415670783539178,0.03200649765504145
IL-14,6.49219,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.46753905,0.53246095,0.0,0.0,house,without_center,None,0.23071153557677884,0.7226111305565278,0.039243515732826154,0.6985849292464623,0.04022195325455798,0.8378168908445423,0.032310853932265626,0.8207410370518526,0.033621306308913856
