district,partisan_lean (%),state_name,Republican/lean Rep.,No lean,Democrat/lean Dem.,lean sample size,firearm ownership,firearm ownership margin of error,has_gun_in_house_True,has_gun_in_house_False,is_gun_owner_True,is_gun_owner_False,political_lean_center,political_lean_right,political_lean_left,lean_sum,right_only_flag,body,model,errors_short,gun_owner_fraction_right_only,for_assault_weapon_ban_True_full_sample_mean,for_assault_weapon_ban_True_full_sample_stderr,for_large_magazine_ban_True_full_sample_mean,for_large_magazine_ban_True_full_sample_stderr,for_background_checks_True_full_sample_mean,for_background_checks_True_full_sample_stderr,for_safe_storage_laws_True_full_sample_mean,for_safe_storage_laws_True_full_sample_stderr
AZ-9,-3.824957222222222,Arizona,0.4,0.21,0.39,653.0,0.36,0.028,0.36,0.64,0.36,0.64,0.21,0.4141247861111111,0.3758752138888889,0.0,1.0,house,right_only,None,0.4519439748852934,0.5759478386863076,0.07473131898073941,0.5324800772760203,0.07544894533876945,0.8104926346293166,0.05926373431672153,0.778072929244144,0.06283718537373784
CA-1,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-2,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-3,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-4,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-5,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-6,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-7,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-8,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-9,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-10,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-11,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-12,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-13,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-14,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-15,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-16,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-17,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-18,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-19,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-20,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-21,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-22,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-23,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-24,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-25,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-26,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-27,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-28,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-29,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-30,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-31,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-32,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-33,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-34,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-35,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-36,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-37,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-38,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-39,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-40,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-41,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-42,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-43,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-44,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-45,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-46,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-47,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-48,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
CA-49,26.20730242307693,California,0.3,0.21,0.4899999999999999,3697.0,0.163,0.028,0.163,0.8370000000000002,0.163,0.8370000000000002,0.21,0.2639634878846154,0.5260365121153846,0.0,1.0,house,right_only,None,0.2273157795036939,0.616120477363137,0.0735413715377389,0.5794658079181663,0.07464762491536092,0.8169160825913999,0.05848106213813032,0.7580034097366926,0.06476518844437673
